Spider VIP Firmware - Signature Map
File: F:\Satelite\Spider VIP\SPIDER-VIP_v1.00.92_20260507.mupg
Size: 530,280,116 bytes

== Header ==
upgrade_type  : all
0x0000BE8D26  JFFS2 node (big-endian)
0x0000BEB34C  JFFS2 node (little-endian)
0x0000BEEE64  ext2/3/4 superblock magic (@0x438)
0x0000BF8B1C  ext2/3/4 superblock magic (@0x438)
0x0000BFA211  JFFS2 node (little-endian)
0x0000BFD145  JFFS2 node (little-endian)
0x0000BFEE11  ext2/3/4 superblock magic (@0x438)
0x0000C065D5  JFFS2 node (big-endian)
0x0000C088A7  JFFS2 node (little-endian)
0x0000C0EA89  JFFS2 node (little-endian)
0x0000C12D64  JFFS2 node (little-endian)
0x0000C140D8  JFFS2 node (big-endian)
0x0000C151F3  JFFS2 node (big-endian)
0x0000C1BAF3  JFFS2 node (big-endian)
0x0000C2252F  JFFS2 node (big-endian)
0x0000C237AF  JFFS2 node (big-endian)
0x0000C28B55  JFFS2 node (little-endian)
0x0000C2B793  JFFS2 node (little-endian)
0x0000C2EA2C  JFFS2 node (big-endian)
0x0000C2F5AC  JFFS2 node (big-endian)
0x0000C300F5  JFFS2 node (big-endian)
0x0000C32D49  ext2/3/4 superblock magic (@0x438)
0x0000C37194  ext2/3/4 superblock magic (@0x438)
0x0000C3D2CD  ext2/3/4 superblock magic (@0x438)
0x0000C427D2  ext2/3/4 superblock magic (@0x438)
0x0000C43BAC  ext2/3/4 superblock magic (@0x438)
0x0000C47A70  FDT / Device Tree Blob (DTB)
0x0000C4ACAB  lzma stream
0x0000C4B3A3  uImage (U-Boot legacy)
0x0000C4BD67  FDT / Device Tree Blob (DTB)
0x0000C52049  lzma stream
0x0000C52449  lzma stream
0x0000C5297F  gzip stream
0x0000C54B93  ext2/3/4 superblock magic (@0x438)
0x0000C5A543  ext2/3/4 superblock magic (@0x438)
0x0000C5EF17  JFFS2 node (little-endian)
0x0000C66E22  JFFS2 node (big-endian)
0x0000C6C790  JFFS2 node (little-endian)
0x0000C6D1DF  JFFS2 node (big-endian)
0x0000C6FBF9  JFFS2 node (big-endian)
0x0000C740C3  JFFS2 node (little-endian)
0x0000C83089  JFFS2 node (little-endian)
0x0000C84AF2  ext2/3/4 superblock magic (@0x438)
0x0000C8A89D  JFFS2 node (little-endian)
0x0000C93FDA  ext2/3/4 superblock magic (@0x438)
0x0000CA25E7  ext2/3/4 superblock magic (@0x438)
0x0000CA6EEA  JFFS2 node (big-endian)
0x0000CAAC4D  ext2/3/4 superblock magic (@0x438)
0x0000CAC850  JFFS2 node (big-endian)
0x0000CB8C86  JFFS2 node (little-endian)
0x0000CC0541  JFFS2 node (little-endian)
0x0000CC33BA  ext2/3/4 superblock magic (@0x438)
0x0000CCAF5A  ext2/3/4 superblock magic (@0x438)
0x0000CD0F3A  ext2/3/4 superblock magic (@0x438)
0x0000CDCD58  JFFS2 node (big-endian)
0x0000CDEE48  JFFS2 node (big-endian)
0x0000CE84F6  JFFS2 node (big-endian)
0x0000CE9467  JFFS2 node (big-endian)
0x0000CF4767  JFFS2 node (big-endian)
0x0000CF8907  ext2/3/4 superblock magic (@0x438)
0x0000CFE576  ext2/3/4 superblock magic (@0x438)
0x0000D199F4  ext2/3/4 superblock magic (@0x438)
0x0000D29CC2  ext2/3/4 superblock magic (@0x438)
0x0000D427D8  JFFS2 node (big-endian)
0x0000D44280  JFFS2 node (little-endian)
0x0000D47B1A  ext2/3/4 superblock magic (@0x438)
0x0000D4BE7E  ext2/3/4 superblock magic (@0x438)
0x0000D56955  JFFS2 node (little-endian)
0x0000D68351  JFFS2 node (big-endian)
0x0000D68565  ext2/3/4 superblock magic (@0x438)
0x0000D6C7CB  JFFS2 node (big-endian)
0x0000D7302D  JFFS2 node (big-endian)
0x0000D76A62  ext2/3/4 superblock magic (@0x438)
0x0000D841F6  JFFS2 node (little-endian)
0x0000D872CA  ext2/3/4 superblock magic (@0x438)
0x0000D953C4  JFFS2 node (big-endian)
0x0000DA8362  ext2/3/4 superblock magic (@0x438)
0x0000DB85CF  JFFS2 node (little-endian)
0x0000DC4F2C  ext2/3/4 superblock magic (@0x438)
0x0000DCE6DE  JFFS2 node (big-endian)
0x0000DCFB3F  ext2/3/4 superblock magic (@0x438)
0x0000DD1967  ext2/3/4 superblock magic (@0x438)
0x0000DD730E  ext2/3/4 superblock magic (@0x438)
0x0000DD898C  ext2/3/4 superblock magic (@0x438)
0x0000DDFEF5  JFFS2 node (little-endian)
0x0000DE809E  JFFS2 node (big-endian)
0x0000DED554  JFFS2 node (big-endian)
0x0000DEFF1C  JFFS2 node (little-endian)
0x0000DF08B4  JFFS2 node (little-endian)
0x0000E01F14  JFFS2 node (little-endian)
0x0000E0B31C  ext2/3/4 superblock magic (@0x438)
0x0000E13003  JFFS2 node (little-endian)
0x0000E14737  JFFS2 node (big-endian)
0x0000E14A7E  ext2/3/4 superblock magic (@0x438)
0x0000E161CF  ext2/3/4 superblock magic (@0x438)
0x0000E1B63F  JFFS2 node (big-endian)
0x0000E25C29  ext2/3/4 superblock magic (@0x438)
0x0000E2A792  JFFS2 node (big-endian)
0x0000E2B054  JFFS2 node (big-endian)
0x0000E40753  JFFS2 node (little-endian)
0x0000E4C228  JFFS2 node (big-endian)
0x0000E552A9  ext2/3/4 superblock magic (@0x438)
0x0000E57E0A  JFFS2 node (little-endian)
0x0000E5A05C  JFFS2 node (big-endian)
0x0000E5EA95  ext2/3/4 superblock magic (@0x438)
0x0000E6F04C  JFFS2 node (little-endian)
0x0000E709D8  JFFS2 node (big-endian)
0x0000E7AD2A  JFFS2 node (little-endian)
0x0000E7E367  JFFS2 node (big-endian)
0x0000E875E7  ext2/3/4 superblock magic (@0x438)
0x0000E8CDBA  JFFS2 node (little-endian)
0x0000E95362  ext2/3/4 superblock magic (@0x438)
0x0000E99F8D  ext2/3/4 superblock magic (@0x438)
0x0000E9F1F6  JFFS2 node (big-endian)
0x0000EA6259  JFFS2 node (big-endian)
0x0000EAFAFD  JFFS2 node (little-endian)
0x0000EBD5B0  JFFS2 node (big-endian)
0x0000EBF718  JFFS2 node (little-endian)
0x0000EBF719  JFFS2 node (big-endian)
0x0000EC66CE  ext2/3/4 superblock magic (@0x438)
0x0000ECE926  ext2/3/4 superblock magic (@0x438)
0x0000EE14AF  ext2/3/4 superblock magic (@0x438)
0x0000EE51A7  ext2/3/4 superblock magic (@0x438)
0x0000EE87A4  JFFS2 node (little-endian)
0x0000EECCAA  JFFS2 node (little-endian)
0x0000F01DC1  JFFS2 node (big-endian)
0x0000F06C10  ext2/3/4 superblock magic (@0x438)
0x0000F118C6  ext2/3/4 superblock magic (@0x438)
0x0000F12844  ext2/3/4 superblock magic (@0x438)
0x0000F1284C  ext2/3/4 superblock magic (@0x438)
0x0000F18372  JFFS2 node (little-endian)
0x0000F18E04  ext2/3/4 superblock magic (@0x438)
0x0000F1E312  JFFS2 node (little-endian)
0x0000F28CB7  JFFS2 node (big-endian)
0x0000F2909D  JFFS2 node (big-endian)
0x0000F31D4C  ext2/3/4 superblock magic (@0x438)
0x0000F32328  JFFS2 node (big-endian)
0x0000F33A01  JFFS2 node (little-endian)
0x0000F3F839  ext2/3/4 superblock magic (@0x438)
0x0000F478B6  JFFS2 node (big-endian)
0x0000F4B68D  ext2/3/4 superblock magic (@0x438)
0x0000F52F6A  JFFS2 node (little-endian)
0x0000F73A4A  ext2/3/4 superblock magic (@0x438)
0x0000F78036  JFFS2 node (little-endian)
0x0000F7B33D  ext2/3/4 superblock magic (@0x438)
0x0000F8148C  JFFS2 node (big-endian)
0x0000F8E5EA  ext2/3/4 superblock magic (@0x438)
0x0000F9253E  ext2/3/4 superblock magic (@0x438)
0x0000F94252  ext2/3/4 superblock magic (@0x438)
0x0000F95B48  JFFS2 node (little-endian)
0x0000FB1894  ext2/3/4 superblock magic (@0x438)
0x0000FBE7A0  JFFS2 node (big-endian)
0x0000FC3165  JFFS2 node (big-endian)
0x0000FC7EE6  JFFS2 node (big-endian)
0x0000FCAF2F  JFFS2 node (little-endian)
0x0000FD02E5  ext2/3/4 superblock magic (@0x438)
0x0000FD398C  ext2/3/4 superblock magic (@0x438)
0x0000FDB65E  JFFS2 node (big-endian)
0x0000FDE1AF  ext2/3/4 superblock magic (@0x438)
0x0000FE4BFE  ext2/3/4 superblock magic (@0x438)
0x0000FEE11C  ext2/3/4 superblock magic (@0x438)
0x0000FEE436  JFFS2 node (big-endian)
0x0000FF35E9  ext2/3/4 superblock magic (@0x438)
0x0000FF5DFE  JFFS2 node (little-endian)
0x0000FF6EDE  JFFS2 node (little-endian)
0x0000FFC18B  JFFS2 node (little-endian)
0x000100C48D  JFFS2 node (little-endian)
0x00010110EF  ext2/3/4 superblock magic (@0x438)
0x000101341D  JFFS2 node (big-endian)
0x0001017A29  gzip stream
0x0001018553  ext2/3/4 superblock magic (@0x438)
0x000101D912  JFFS2 node (little-endian)
0x0001026081  ext2/3/4 superblock magic (@0x438)
0x0001027691  JFFS2 node (big-endian)
0x000102FE91  JFFS2 node (big-endian)
0x0001033E58  JFFS2 node (big-endian)
0x0001034FEF  JFFS2 node (little-endian)
0x0001035C09  ext2/3/4 superblock magic (@0x438)
0x0001037C81  ext2/3/4 superblock magic (@0x438)
0x000103B354  JFFS2 node (little-endian)
0x000103E4B4  ext2/3/4 superblock magic (@0x438)
0x00010478EA  JFFS2 node (little-endian)
0x000104A96C  JFFS2 node (big-endian)
0x00010543A3  ext2/3/4 superblock magic (@0x438)
0x0001058645  JFFS2 node (little-endian)
0x0001065D87  JFFS2 node (little-endian)
0x000106EE91  ext2/3/4 superblock magic (@0x438)
0x00010739D7  ext2/3/4 superblock magic (@0x438)
0x0001079259  ext2/3/4 superblock magic (@0x438)
0x00010795D0  JFFS2 node (little-endian)
0x0001094B4B  ext2/3/4 superblock magic (@0x438)
0x000109935C  JFFS2 node (big-endian)
0x000109A23F  JFFS2 node (big-endian)
0x00010A1296  ext2/3/4 superblock magic (@0x438)
0x00010AB880  JFFS2 node (little-endian)
0x00010CA95D  ext2/3/4 superblock magic (@0x438)
0x00010DBEEA  JFFS2 node (little-endian)
0x00010E73BF  JFFS2 node (little-endian)
0x00010F67EA  JFFS2 node (big-endian)
0x0001100086  ext2/3/4 superblock magic (@0x438)
0x00011006B2  JFFS2 node (big-endian)
0x000110ADF2  ext2/3/4 superblock magic (@0x438)
0x000110D058  JFFS2 node (big-endian)
0x000110D857  ext2/3/4 superblock magic (@0x438)
0x0001115602  ext2/3/4 superblock magic (@0x438)
0x0001118A45  ext2/3/4 superblock magic (@0x438)
0x000111A41E  JFFS2 node (little-endian)
0x000111A7B1  ext2/3/4 superblock magic (@0x438)
0x000111F6F2  ext2/3/4 superblock magic (@0x438)
0x0001121C83  ext2/3/4 superblock magic (@0x438)
0x0001124038  ext2/3/4 superblock magic (@0x438)
0x000112CE56  JFFS2 node (big-endian)
0x0001136698  JFFS2 node (little-endian)
0x000113E650  JFFS2 node (little-endian)
0x0001143726  JFFS2 node (big-endian)
0x000114EEBB  ext2/3/4 superblock magic (@0x438)
0x00011539C5  ext2/3/4 superblock magic (@0x438)
0x000115BAB6  JFFS2 node (big-endian)
0x000115F06F  ext2/3/4 superblock magic (@0x438)
0x0001160B2E  ext2/3/4 superblock magic (@0x438)
0x000116919E  ext2/3/4 superblock magic (@0x438)
0x0001169A4D  JFFS2 node (big-endian)
0x000116A7B5  JFFS2 node (big-endian)
0x000116B1D7  ext2/3/4 superblock magic (@0x438)
0x00011703F0  JFFS2 node (little-endian)
0x000117268E  ext2/3/4 superblock magic (@0x438)
0x00011727CB  ext2/3/4 superblock magic (@0x438)
0x000117355F  JFFS2 node (big-endian)
0x0001178FD9  JFFS2 node (little-endian)
0x000117F0C5  JFFS2 node (little-endian)
0x0001183567  JFFS2 node (big-endian)
0x0001190B8A  JFFS2 node (big-endian)
0x00011914DB  ext2/3/4 superblock magic (@0x438)
0x0001198720  JFFS2 node (big-endian)
0x0001199F82  ext2/3/4 superblock magic (@0x438)
0x00011A5989  JFFS2 node (little-endian)
0x00011AE3DB  ext2/3/4 superblock magic (@0x438)
0x00011B1DEA  JFFS2 node (big-endian)
0x00011B4E8C  ext2/3/4 superblock magic (@0x438)
0x00011B5243  JFFS2 node (little-endian)
0x00011B99B7  JFFS2 node (little-endian)
0x00011BF8FC  ext2/3/4 superblock magic (@0x438)
0x00011C267A  ext2/3/4 superblock magic (@0x438)
0x00011C30DB  ext2/3/4 superblock magic (@0x438)
0x00011CB628  ext2/3/4 superblock magic (@0x438)
0x00011D0998  ext2/3/4 superblock magic (@0x438)
0x00011D0A67  JFFS2 node (little-endian)
0x00011E2456  JFFS2 node (big-endian)
0x00011F0089  JFFS2 node (little-endian)
0x00011F91DB  ext2/3/4 superblock magic (@0x438)
0x00011FF2B1  ext2/3/4 superblock magic (@0x438)
0x00011FF2C3  ext2/3/4 superblock magic (@0x438)
0x00012000F3  JFFS2 node (little-endian)
0x0001210487  ext2/3/4 superblock magic (@0x438)
0x0001210C91  JFFS2 node (big-endian)
0x00012114D4  ext2/3/4 superblock magic (@0x438)
0x0001216056  JFFS2 node (big-endian)
0x0001216319  JFFS2 node (big-endian)
0x000122417F  JFFS2 node (big-endian)
0x00012316FD  JFFS2 node (little-endian)
0x0001232576  JFFS2 node (little-endian)
0x0001239BC2  ext2/3/4 superblock magic (@0x438)
0x000123B663  FDT / Device Tree Blob (DTB)
0x000123E89E  lzma stream
0x000123EF96  gzip stream
0x000125FC40  ext2/3/4 superblock magic (@0x438)
0x0001261246  ext2/3/4 superblock magic (@0x438)
0x000126148C  JFFS2 node (little-endian)
0x000126C099  JFFS2 node (little-endian)
0x0001272620  JFFS2 node (big-endian)
0x0001272D5F  JFFS2 node (big-endian)
0x0001280678  JFFS2 node (big-endian)
0x00012940AA  JFFS2 node (big-endian)
0x00012942F8  JFFS2 node (little-endian)
0x0001297DA1  JFFS2 node (big-endian)
0x00012A12B0  ext2/3/4 superblock magic (@0x438)
0x00012A18E9  ext2/3/4 superblock magic (@0x438)
0x00012A2ACA  JFFS2 node (little-endian)
0x00012A85B5  JFFS2 node (big-endian)
0x00012ACB21  JFFS2 node (little-endian)
0x00012B0D3D  JFFS2 node (big-endian)
0x00012D97A3  JFFS2 node (big-endian)
0x00012E6C4E  JFFS2 node (big-endian)
0x00012ECF80  JFFS2 node (big-endian)
0x00012F5121  JFFS2 node (big-endian)
0x00012F5A6F  JFFS2 node (big-endian)
0x00012FE743  JFFS2 node (little-endian)
0x0001301E0B  JFFS2 node (big-endian)
0x000130731B  ext2/3/4 superblock magic (@0x438)
0x000130DB85  JFFS2 node (little-endian)
0x000130F439  ext2/3/4 superblock magic (@0x438)
0x000130F4A3  JFFS2 node (little-endian)
0x0001317F04  ext2/3/4 superblock magic (@0x438)
0x000131C99C  JFFS2 node (little-endian)
0x000132094C  ext2/3/4 superblock magic (@0x438)
0x0001323418  JFFS2 node (big-endian)
0x0001329426  JFFS2 node (big-endian)
0x00013376A6  JFFS2 node (little-endian)
0x000133BF37  JFFS2 node (big-endian)
0x000133C9C3  ext2/3/4 superblock magic (@0x438)
0x00013412B9  ext2/3/4 superblock magic (@0x438)
0x000134A3DF  ext2/3/4 superblock magic (@0x438)
0x0001351FE9  JFFS2 node (big-endian)
0x0001353BB0  JFFS2 node (little-endian)
0x000135D0C6  ext2/3/4 superblock magic (@0x438)
0x000136AFB4  JFFS2 node (big-endian)
0x000136B164  ext2/3/4 superblock magic (@0x438)
0x0001371BEA  JFFS2 node (big-endian)
0x000137268E  JFFS2 node (big-endian)
0x000137519E  ext2/3/4 superblock magic (@0x438)
0x0001375C6E  JFFS2 node (big-endian)
0x000137D54D  JFFS2 node (little-endian)
0x000138AF7C  ext2/3/4 superblock magic (@0x438)
0x00013928A7  ext2/3/4 superblock magic (@0x438)
0x0001394E19  ext2/3/4 superblock magic (@0x438)
0x00013958EE  ext2/3/4 superblock magic (@0x438)
0x00013ABFCF  ext2/3/4 superblock magic (@0x438)
0x00013AC9D1  ext2/3/4 superblock magic (@0x438)
0x00013B47AD  ext2/3/4 superblock magic (@0x438)
0x00013BD76A  JFFS2 node (big-endian)
0x00013D2FE2  ext2/3/4 superblock magic (@0x438)
0x00013D8925  JFFS2 node (little-endian)
0x00013E7226  ext2/3/4 superblock magic (@0x438)
0x00013F1F78  JFFS2 node (little-endian)
0x00013F8EAA  ext2/3/4 superblock magic (@0x438)
0x00013FBC03  JFFS2 node (big-endian)
0x00013FDB24  ext2/3/4 superblock magic (@0x438)
0x0001408993  ext2/3/4 superblock magic (@0x438)
0x000142E334  JFFS2 node (big-endian)
0x000142E5EF  ext2/3/4 superblock magic (@0x438)
0x0001432746  JFFS2 node (little-endian)
0x0001433F4B  ext2/3/4 superblock magic (@0x438)
0x0001434582  ext2/3/4 superblock magic (@0x438)
0x0001440FAB  JFFS2 node (big-endian)
0x0001448702  ext2/3/4 superblock magic (@0x438)
0x000144B043  ext2/3/4 superblock magic (@0x438)
0x000144BC5A  ext2/3/4 superblock magic (@0x438)
0x000144D9D8  ext2/3/4 superblock magic (@0x438)
0x000144FD9B  JFFS2 node (little-endian)
0x00014500A1  ext2/3/4 superblock magic (@0x438)
0x0001454E18  ext2/3/4 superblock magic (@0x438)
0x0001455A68  ext2/3/4 superblock magic (@0x438)
0x0001456AAA  ext2/3/4 superblock magic (@0x438)
0x000145C47C  ext2/3/4 superblock magic (@0x438)
0x000145FC5F  ext2/3/4 superblock magic (@0x438)
0x0001466E5A  ext2/3/4 superblock magic (@0x438)
0x0001467FB4  ext2/3/4 superblock magic (@0x438)
0x0001468A98  ext2/3/4 superblock magic (@0x438)
0x0001469400  ext2/3/4 superblock magic (@0x438)
0x0001469430  ext2/3/4 superblock magic (@0x438)
0x00014788BE  JFFS2 node (big-endian)
0x000147D91B  JFFS2 node (big-endian)
0x0001482089  ext2/3/4 superblock magic (@0x438)
0x0001486859  JFFS2 node (little-endian)
0x000148B388  JFFS2 node (little-endian)
0x0001493952  JFFS2 node (little-endian)
0x00014BC843  JFFS2 node (little-endian)
0x00014BCC6D  JFFS2 node (big-endian)
0x00014C493D  ext2/3/4 superblock magic (@0x438)
0x00014CAB9B  JFFS2 node (big-endian)
0x00014CD662  JFFS2 node (little-endian)
0x00014CEFC4  JFFS2 node (little-endian)
0x00014D1D29  ext2/3/4 superblock magic (@0x438)
0x00014D83B7  ext2/3/4 superblock magic (@0x438)
0x00014DA435  ext2/3/4 superblock magic (@0x438)
0x00014E80E8  JFFS2 node (big-endian)
0x00014E922D  JFFS2 node (little-endian)
0x00014E94D0  ext2/3/4 superblock magic (@0x438)
0x00014F404F  ext2/3/4 superblock magic (@0x438)
0x00014F8853  JFFS2 node (big-endian)
0x00014F9D16  JFFS2 node (big-endian)
0x00014FC4F1  JFFS2 node (big-endian)
0x00014FDBAE  JFFS2 node (big-endian)
0x000150121F  ext2/3/4 superblock magic (@0x438)
0x0001503BF2  ext2/3/4 superblock magic (@0x438)
0x000151CD3E  ext2/3/4 superblock magic (@0x438)
0x0001520D54  JFFS2 node (big-endian)
0x000152724B  ext2/3/4 superblock magic (@0x438)
0x000153007B  ext2/3/4 superblock magic (@0x438)
0x00015365CC  ext2/3/4 superblock magic (@0x438)
0x0001536F8B  JFFS2 node (little-endian)
0x000153F87E  ext2/3/4 superblock magic (@0x438)
0x00015425AE  ext2/3/4 superblock magic (@0x438)
0x0001543ED6  ext2/3/4 superblock magic (@0x438)
0x000154A2EA  ext2/3/4 superblock magic (@0x438)
0x000154BFF4  JFFS2 node (big-endian)
0x0001554EF6  JFFS2 node (big-endian)
0x0001555CB2  JFFS2 node (big-endian)
0x0001567AA6  ext2/3/4 superblock magic (@0x438)
0x000156B9E5  ext2/3/4 superblock magic (@0x438)
0x0001577BF3  ext2/3/4 superblock magic (@0x438)
0x000157F3D0  JFFS2 node (big-endian)
0x0001580F6C  JFFS2 node (little-endian)
0x00015836D2  JFFS2 node (big-endian)
0x00015859B3  JFFS2 node (big-endian)
0x000158CC96  ext2/3/4 superblock magic (@0x438)
0x0001599676  JFFS2 node (little-endian)
0x000159DAC9  ext2/3/4 superblock magic (@0x438)
0x000159EB11  JFFS2 node (big-endian)
0x00015AA5AC  ext2/3/4 superblock magic (@0x438)
0x00015AAA40  ext2/3/4 superblock magic (@0x438)
0x00015C310A  ext2/3/4 superblock magic (@0x438)
0x00015C4180  ext2/3/4 superblock magic (@0x438)
0x00015D869B  JFFS2 node (big-endian)
0x00015DBB92  JFFS2 node (big-endian)
0x00015DC37A  ext2/3/4 superblock magic (@0x438)
0x00015DDA59  ext2/3/4 superblock magic (@0x438)
0x00015DDF67  ext2/3/4 superblock magic (@0x438)
0x00015DF94D  ext2/3/4 superblock magic (@0x438)
0x00015E06D4  ext2/3/4 superblock magic (@0x438)
0x00015E2638  ext2/3/4 superblock magic (@0x438)
0x00015E2F4B  JFFS2 node (big-endian)
0x00015EE597  ext2/3/4 superblock magic (@0x438)
0x00015F45F9  JFFS2 node (little-endian)
0x00015F8C43  JFFS2 node (little-endian)
0x000160325C  JFFS2 node (little-endian)
0x0001608F9B  SquashFS (big-endian)
0x000162A1D7  ext2/3/4 superblock magic (@0x438)
0x000162C8A6  JFFS2 node (big-endian)
0x00016348D8  ext2/3/4 superblock magic (@0x438)
0x000163F2AC  JFFS2 node (little-endian)
0x0001641614  JFFS2 node (big-endian)
0x000164593A  JFFS2 node (little-endian)
0x00016492CA  JFFS2 node (big-endian)
0x0001656EB9  JFFS2 node (big-endian)
0x0001657A61  JFFS2 node (big-endian)
0x00016610F6  JFFS2 node (big-endian)
0x0001675C42  JFFS2 node (big-endian)
0x0001678E6E  ext2/3/4 superblock magic (@0x438)
0x0001679C0E  JFFS2 node (big-endian)
0x000167AD51  JFFS2 node (big-endian)
0x000167E19A  ext2/3/4 superblock magic (@0x438)
0x000167EB25  ext2/3/4 superblock magic (@0x438)
0x0001686AB5  JFFS2 node (big-endian)
0x000168B3E9  ext2/3/4 superblock magic (@0x438)
0x000168C179  ext2/3/4 superblock magic (@0x438)
0x0001697E77  ext2/3/4 superblock magic (@0x438)
0x000169DB1A  ext2/3/4 superblock magic (@0x438)
0x00016AD99E  JFFS2 node (big-endian)
0x00016ADC9C  JFFS2 node (big-endian)
0x00016AE623  JFFS2 node (little-endian)
0x00016B05FF  ext2/3/4 superblock magic (@0x438)
0x00016C10AB  JFFS2 node (little-endian)
0x00016C129C  ext2/3/4 superblock magic (@0x438)
0x00016C5785  JFFS2 node (little-endian)
0x00016CB6E5  JFFS2 node (little-endian)
0x00016CFCDD  JFFS2 node (big-endian)
0x00016CFD75  ext2/3/4 superblock magic (@0x438)
0x00016D9757  JFFS2 node (little-endian)
0x00016DAC84  ext2/3/4 superblock magic (@0x438)
0x00016DAD41  ext2/3/4 superblock magic (@0x438)
0x00016E0E98  ext2/3/4 superblock magic (@0x438)
0x00016E4CEA  JFFS2 node (big-endian)
0x00016E69C0  JFFS2 node (big-endian)
0x00016E787D  JFFS2 node (little-endian)
0x00016E8E1C  JFFS2 node (little-endian)
0x00016F5ED9  JFFS2 node (big-endian)
0x00016FD60B  JFFS2 node (big-endian)
0x0001704306  JFFS2 node (big-endian)
0x000170456B  ext2/3/4 superblock magic (@0x438)
0x0001704854  JFFS2 node (big-endian)
0x0001709418  ext2/3/4 superblock magic (@0x438)
0x0001709D2C  JFFS2 node (little-endian)
0x000170D406  JFFS2 node (little-endian)
0x000171425C  JFFS2 node (big-endian)
0x000171A708  JFFS2 node (little-endian)
0x000171DB81  JFFS2 node (little-endian)
0x0001721917  JFFS2 node (big-endian)
0x0001724051  ext2/3/4 superblock magic (@0x438)
0x0001725DE8  ext2/3/4 superblock magic (@0x438)
0x0001729312  JFFS2 node (big-endian)
0x00017315F3  JFFS2 node (big-endian)
0x00017335C5  JFFS2 node (little-endian)
0x00017406B7  ext2/3/4 superblock magic (@0x438)
0x0001743F4B  JFFS2 node (big-endian)
0x000174F508  ext2/3/4 superblock magic (@0x438)
0x00017508D7  ext2/3/4 superblock magic (@0x438)
0x0001750B0A  JFFS2 node (big-endian)
0x0001754674  JFFS2 node (big-endian)
